assembly_accession,bioproject_accession,biosample_accession,cell_shape,class,common_name,completion_date,contigs,culture_collection,date_inserted,date_modified,family,gc_content,genbank_accessions,genome_id,genome_length,genome_name,genome_status,genus,gram_stain,habitat,kingdom,motility,order,owner,oxygen_requirement,patric_cds,phylum,plasmids,public,publication,refseq_cds,sequencing_centers,species,strain,taxon_id,temperature_range,superkingdom,cds,sequencing_status,taxon_lineage_ids,comments,taxon_lineage_names,_version_,contig_n50,hypothetical_cds_ratio,contig_l50,rrna,partial_cds_ratio,lab_host,trna,chromosomes,host_name,cds_ratio,partial_cds,plfam_cds_ratio,disease,checkm_completeness,checkm_contamination,coarse_consistency,fine_consistency,genome_quality,hypothetical_cds,mlst,p2_genome_id,plfam_cds,genome_quality_flags,assembly_method,ncbi_project_id,organism_name,refseq_accessions,sequencing_depth,sequencing_platform,serovar,optimal_temperature,refseq_project_id,sporulation,cgmlst_id,cgmlst_hc0,cgmlst_hc2,cgmlst_hc5,cgmlst_hc10,cgmlst_hc20,cgmlst_hc50,cgmlst_hc100,collection_year,collection_date,geographic_location,host_common_name,host_group,host_health,isolation_country,isolation_source,host_scientific_name,geographic_group,pathovar,additional_metadata,type_strain,isolation_comments,other_clinical,passage,other_typing,sra_accession,state_province,antimicrobial_resistance_evidence,body_sample_site,antimicrobial_resistance,host_age,host_gender,other_environmental,salinity,reference_genome,longitude,latitude,isolation_site
GCA_000281415.1,PRJNA73837,SAMN01057711,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH7,2012-07-24T00:00:00Z,160,,2014-12-08T22:11:50.844Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AJZZ00000000,1094167.3,5723848,Klebsiella pneumoniae subsp. pneumoniae KPNIH7,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5597.0,Pseudomonadota,0.0,True,22914622,5619.0,NISC,Klebsiella pneumoniae,KPNIH7,1094167,,Bacteria,5597,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1094167']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH7']",1851322309560762400,166197.0,0.15,12.0,29.0,0.0,,86.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.0,99.6,97.9,Good,841.0,MLST.klebsiella.258,234930.0,5582.0,,Newbler v. 2.5.3,73837,Klebsiella pneumoniae subsp. pneumoniae KPNIH7,-,30.0x,Roche/454 XLR,,,,,1094167.3,22519,3384,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,ventilator,Homo sapiens,,,,,,,,,"SRR515970,SRR515971",,AMR Panel,,,,,,,,,,
GCA_000281555.1,PRJNA73839,SAMN01057612,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH8,2012-07-24T00:00:00Z,182,,2014-12-08T22:11:50.853Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAA00000000,1094168.3,5714705,Klebsiella pneumoniae subsp. pneumoniae KPNIH8,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5568.0,Pseudomonadota,0.0,True,22914622,5634.0,NISC,Klebsiella pneumoniae,KPNIH8,1094168,,Bacteria,5568,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1094168']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH8']",1851322309561811000,158021.0,0.15,12.0,28.0,0.0,,85.0,0.0,"Human, Homo sapiens",0.97,0.0,1.0,,100.0,0.3,99.6,98.1,Good,822.0,MLST.klebsiella.258,233536.0,5554.0,,Newbler v. 2.5.3,73839,Klebsiella pneumoniae subsp. pneumoniae KPNIH8,-,20.0x,454 GS FLX,,,,,1094168.3,22520,22520,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515505,,,,,,,,,,,,
GCA_000281315.1,PRJNA73841,SAMN01057613,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH9,2012-07-24T00:00:00Z,115,,2014-12-08T22:11:50.863Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAB00000000,1094169.3,5720331,Klebsiella pneumoniae subsp. pneumoniae KPNIH9,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5594.0,Pseudomonadota,0.0,True,22914622,5613.0,NISC,Klebsiella pneumoniae,KPNIH9,1094169,,Bacteria,5594,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1094169']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH9']",1851322309562859500,178365.0,0.15,11.0,30.0,0.0,,82.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.0,99.6,98.2,Good,843.0,MLST.klebsiella.258,239078.0,5578.0,,Newbler v. 2.5.3,73841,Klebsiella pneumoniae subsp. pneumoniae KPNIH9,-,38.0x,Roche/454 XLR,,,,,1094169.3,22521,22521,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515506,,AMR Panel,,,,,,,,,,
GCA_000281575.1,PRJNA73845,SAMN01057620,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH11,2012-07-24T00:00:00Z,185,,2014-12-08T22:11:50.677Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAD00000000,1094171.3,5714016,Klebsiella pneumoniae subsp. pneumoniae KPNIH11,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5591.0,Pseudomonadota,0.0,True,22914622,5562.0,NISC,Klebsiella pneumoniae,KPNIH11,1094171,,Bacteria,5591,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1094171']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH11']",1851322309563908000,150495.0,0.15,13.0,25.0,0.0,,83.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.0,99.6,97.9,Good,828.0,MLST.klebsiella.258,239262.0,5569.0,,Newbler v. 2.5.3,73845,Klebsiella pneumoniae subsp. pneumoniae KPNIH11,-,26,Roche/454 XLR,,,,,1094171.3,22523,22523,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515515,,AMR Panel,,,,,,,,,,
GCA_000281335.1,PRJNA80219,SAMN01057621,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH12,2012-07-24T00:00:00Z,164,,2014-12-08T22:11:50.686Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAE00000000,1128946.3,5719358,Klebsiella pneumoniae subsp. pneumoniae KPNIH12,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5617.0,Pseudomonadota,0.0,True,22914622,5567.0,NISC,Klebsiella pneumoniae,KPNIH12,1128946,,Bacteria,5617,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128946']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH12']",1851322309567053800,158109.0,0.15,13.0,26.0,0.0,,84.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.3,99.6,97.6,Good,853.0,MLST.klebsiella.258,237451.0,5615.0,,Newbler v. 2.5.3,80219,Klebsiella pneumoniae subsp. pneumoniae KPNIH12,-,24.0x,Roche/454 XLR,,,,,1128946.3,22524,22524,22524,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515516,,AMR Panel,,,,,,,,,,
GCA_000281455.1,PRJNA80223,SAMN01057640,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH14,2012-07-24T00:00:00Z,165,,2014-12-08T22:11:50.695Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAF00000000,1128948.3,5723355,Klebsiella pneumoniae subsp. pneumoniae KPNIH14,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5669.0,Pseudomonadota,0.0,True,22914622,5517.0,NISC,Klebsiella pneumoniae,KPNIH14,1128948,,Bacteria,5669,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128948']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH14']",1851322309568102400,147593.0,0.15,14.0,24.0,0.0,,80.0,0.0,"Human, Homo sapiens",0.99,0.0,1.0,,99.7,1.3,99.3,97.2,Good,856.0,MLST.klebsiella.258,240098.0,5667.0,,Newbler v. 2.5.3,80223,Klebsiella pneumoniae subsp. pneumoniae KPNIH14,-,23.0x,Roche/454 XLR,,,,,1128948.3,22525,22525,22525,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515586,,AMR Panel,,,,,,,,,,
GCA_000281595.1,PRJNA80227,SAMN01057641,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH16,2012-07-24T00:00:00Z,178,,2014-12-08T22:11:50.704Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAG00000000,1128950.3,5715478,Klebsiella pneumoniae subsp. pneumoniae KPNIH16,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5583.0,Pseudomonadota,0.0,True,22914622,5568.0,NISC,Klebsiella pneumoniae,KPNIH16,1128950,,Bacteria,5583,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128950']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH16']",1851322309568102400,158009.0,0.15,12.0,21.0,0.0,,86.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.7,99.6,97.9,Good,839.0,MLST.klebsiella.258,238506.0,5581.0,,Newbler v. 2.5.3,80227,Klebsiella pneumoniae subsp. pneumoniae KPNIH16,-,33.0x,Roche/454 XLR,,,,,1128950.3,22526,22526,22526,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,throat,Homo sapiens,,,,,,,,,SRR515594,,AMR Panel,,,,,,,,,,
GCA_000281355.1,PRJNA80229,SAMN01057646,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH17,2012-07-24T00:00:00Z,137,,2014-12-08T22:11:50.713Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAH00000000,1128951.3,5715795,Klebsiella pneumoniae subsp. pneumoniae KPNIH17,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5588.0,Pseudomonadota,0.0,True,22914622,5571.0,NISC,Klebsiella pneumoniae,KPNIH17,1128951,,Bacteria,5588,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128951']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH17']",1851322309569151000,158097.0,0.15,11.0,27.0,0.0,,82.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.0,99.6,98.2,Good,854.0,MLST.klebsiella.258,226943.0,5586.0,,Newbler v. 2.5.3,80229,Klebsiella pneumoniae subsp. pneumoniae KPNIH17,-,37.0x,Roche/454 XLR,,,,,1128951.3,22527,22527,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515625,,AMR Panel,,,,,,,,,,
GCA_000281475.1,PRJNA80231,SAMN01057635,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH18,2012-07-24T00:00:00Z,167,,2014-12-08T22:11:50.732Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAI00000000,1128952.3,5769474,Klebsiella pneumoniae subsp. pneumoniae KPNIH18,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5658.0,Pseudomonadota,0.0,True,22914622,5631.0,NISC,Klebsiella pneumoniae,KPNIH18,1128952,,Bacteria,5658,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128952']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH18']",1851322309570199600,153222.0,0.16,12.0,20.0,0.0,,84.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,1.3,99.6,97.8,Good,883.0,MLST.klebsiella.258,229266.0,5655.0,,Newbler v. 2.5.3,80231,Klebsiella pneumoniae subsp. pneumoniae KPNIH18,-,30.0x,Roche/454 XLR,,,,,1128952.3,22528,22528,22528,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515551,,AMR Panel,,,,,,,,,,
GCA_000281615.1,PRJNA80233,SAMN01057638,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH19,2012-07-24T00:00:00Z,201,,2014-12-08T22:11:50.743Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAJ00000000,1128953.3,5715894,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5726.0,Pseudomonadota,0.0,True,22914622,5474.0,NISC,Klebsiella pneumoniae,KPNIH19,1128953,,Bacteria,5726,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128953']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH19']",1851322309570199600,98646.0,0.15,18.0,19.0,0.0,,81.0,0.0,"Human, Homo sapiens",1.0,0.0,1.0,,100.0,0.7,99.4,96.5,Good,865.0,MLST.klebsiella.258,238130.0,5723.0,,Newbler v. 2.5.3,80233,Klebsiella pneumoniae subsp. pneumoniae KPNIH19,-,20.0x,Roche/454 XLR,,,,,1128953.3,22529,22529,22529,22529,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515555,,AMR Panel,,,,,,,,,,
GCA_000281375.1,PRJNA80235,SAMN01057650,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH20,2012-07-24T00:00:00Z,155,,2014-12-08T22:11:50.762Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAK00000000,1128954.3,5724448,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5639.0,Pseudomonadota,0.0,True,22914622,5525.0,NISC,Klebsiella pneumoniae,KPNIH20,1128954,,Bacteria,5639,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1128954']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH20']",1851322309571248000,167325.0,0.15,12.0,28.0,0.0,,85.0,0.0,"Human, Homo sapiens",0.99,0.0,1.0,,100.0,0.3,99.6,97.3,Good,846.0,MLST.klebsiella.258,239249.0,5636.0,,Newbler v. 2.5.3,80235,Klebsiella pneumoniae subsp. pneumoniae KPNIH20,-,36.0x,Roche/454 XLR,,,,,1128954.3,22530,22530,22530,22530,2,2,2,2011.0,2011,United States,Human,Human,,USA,throat,Homo sapiens,,,,,,,,,SRR515629,,AMR Panel,,,,,,,,,,
GCA_000281495.1,PRJNA156861,SAMN01057652,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH21,2012-07-24T00:00:00Z,178,,2014-12-08T22:11:50.771Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAL00000000,1168062.3,5757750,Klebsiella pneumoniae subsp. pneumoniae KPNIH21,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5617.0,Pseudomonadota,0.0,True,22914622,5641.0,NISC,Klebsiella pneumoniae,KPNIH21,1168062,,Bacteria,5617,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1168062']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH21']",1851322309574393900,117020.0,0.15,16.0,33.0,0.0,,85.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.4,99.3,97.6,Good,850.0,MLST.klebsiella.258,227106.0,5614.0,,Newbler v. 2.6,156861,Klebsiella pneumoniae subsp. pneumoniae KPNIH21,-,43.0x,454 GS FLX,,,,,1168062.3,22531,3384,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515901,,,,,,,,,,,,
GCA_000281515.1,PRJNA156863,SAMN01057658,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH22,2012-07-24T00:00:00Z,165,,2014-12-08T22:11:50.781Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAM00000000,1168063.3,5749696,Klebsiella pneumoniae subsp. pneumoniae KPNIH22,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5609.0,Pseudomonadota,0.0,True,22914622,5626.0,NISC,Klebsiella pneumoniae,KPNIH22,1168063,,Bacteria,5609,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1168063']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH22']",1851322309574393900,131068.0,0.15,16.0,30.0,0.0,,90.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,0.2,99.6,98.1,Good,849.0,MLST.klebsiella.258,239439.0,5607.0,,Newbler v. 2.6,156863,Klebsiella pneumoniae subsp. pneumoniae KPNIH22,-,39.0x,454 GS FLX,,,,,1168063.3,22532,3384,3384,3384,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515908,,,,,,,,,,,,
GCA_000281635.1,PRJNA156865,SAMN01057657,,Gammaproteobacteria,Klebsiella_pneumoniae_subsp_pneumoniae_KPNIH23,2012-07-24T00:00:00Z,338,,2014-12-08T22:11:50.790Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,AKAN00000000,1168064.3,5740386,Klebsiella pneumoniae subsp. pneumoniae KPNIH23,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5643.0,Pseudomonadota,0.0,True,22914622,5631.0,NISC,Klebsiella pneumoniae,KPNIH23,1168064,,Bacteria,5643,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1168064']",['Whole genome sequencing of carbapenem-resistant Klebsiella pneumoniae.'],"['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae KPNIH23']",1851322309575442400,47638.0,0.15,38.0,26.0,0.0,,78.0,0.0,"Human, Homo sapiens",0.98,0.0,1.0,,100.0,1.1,99.5,97.2,Good,848.0,MLST.klebsiella.258,233033.0,5641.0,,Newbler v. 2.6,156865,Klebsiella pneumoniae subsp. pneumoniae KPNIH23,-,24,Roche/454 XLR,,,,,1168064.3,22533,22533,22533,22533,2,2,2,2011.0,2011,United States,Human,Human,,USA,rectal swab,Homo sapiens,,,,,,,,,SRR515906,,AMR Panel,,,,,,,,,,
GCA_000529645.1,PRJEB4361,SAMEA3138861,,Gammaproteobacteria,Klebsiella_pneumoniae_SA1,2014-01-06T00:00:00Z,67, ,2014-12-08T22:11:49.934Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.2,CBTW00000000,1379688.3,5492681,Klebsiella pneumoniae SA1,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5245.0,Pseudomonadota,0.0,True,,5172.0,INSTITUT PASTEUR,Klebsiella pneumoniae,SA1,1379688,,Bacteria,5245,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1379688']","['""Genome sequencing and de-novo assembly, annotation and comparative genomics of hypervirulent Klebsiella pneumoniae strain SA1 of multilocus sequence type ST86""']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae SA1']",1851322309710708700,250254.0,0.14,9.0,4.0,0.0,,71.0,0.0,,0.95,0.0,1.0,,100.0,0.8,99.5,97.9,Good,715.0,MLST.klebsiella.86,308405.0,5242.0,,,PRJEB4361,Klebsiella pneumoniae subsp. pneumoniae SA1,-,,,,,,,1379688.3,2016,2016,2016,2016,2016,412,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCA_000529775.1,PRJEB4362,SAMEA3138865,,Gammaproteobacteria,Klebsiella_pneumoniae_T69,2014-01-06T00:00:00Z,234, ,2014-12-08T22:11:49.944Z,2015-03-16T03:17:09.594Z,Enterobacteriaceae,57.3,CBTV00000000,1379689.3,5463228,Klebsiella pneumoniae T69,WGS,Klebsiella,,,Pseudomonadati,,Enterobacterales,PATRIC,,5254.0,Pseudomonadota,0.0,True,,5196.0,INSTITUT PASTEUR,Klebsiella pneumoniae,T69,1379689,,Bacteria,5254,WGS,"['131567', '2', '3379134', '1224', '1236', '91347', '543', '2890311', '570', '3390273', '573', '72407', '1379689']","['""Genome sequencing and de-novo assembly, annotation and comparative genomics of hypervirulent Klebsiella pneumoniae strain T69 of multilocus sequence type ST375""']","['cellular organisms', 'Bacteria', 'Pseudomonadati', 'Pseudomonadota', 'Gammaproteobacteria', 'Enterobacterales', 'Enterobacteriaceae', 'Klebsiella/Raoultella group', 'Klebsiella', 'Klebsiella pneumoniae complex', 'Klebsiella pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae', 'Klebsiella pneumoniae subsp. pneumoniae T69']",1851322309710708700,39422.0,0.13,42.0,2.0,0.0,,33.0,0.0,,0.96,0.0,1.0,,100.0,0.7,99.3,97.3,Good,694.0,MLST.klebsiella.375,316477.0,5251.0,,,PRJEB4362,Klebsiella pneumoniae subsp. pneumoniae T69,-,,,,,,,1379689.3,1725,1725,1725,1725,1725,1725,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
